date,time,worker_id,team,zone,task_type,ppe_type,worn,risk_exposure,note
2026-03-09,10:10,W-3264,D팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-09,09:20,W-3265,A팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-09,15:20,W-3266,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-09,16:40,W-3267,A팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-09,15:00,W-3268,A팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-09,08:20,W-3269,C팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-09,14:00,W-3270,A팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-09,10:10,W-3271,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-09,15:00,W-3272,D팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-09,08:40,W-3273,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-09,08:05,W-3274,B팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-09,14:00,W-3275,B팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-09,16:00,W-3276,C팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-09,11:30,W-3277,A팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-09,08:20,W-3278,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-09,09:00,W-3279,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-09,14:00,W-3280,A팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-09,16:40,W-3281,C팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-09,09:00,W-3282,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-09,16:40,W-3283,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-09,12:40,W-3284,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-09,14:20,W-3285,A팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-09,12:20,W-3286,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-09,13:00,W-3287,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-09,08:05,W-3288,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,14:00,W-3289,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-10,17:20,W-3290,D팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,14:20,W-3291,A팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-10,13:20,W-3292,D팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-10,16:20,W-3293,A팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-10,14:40,W-3294,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,16:00,W-3295,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-10,13:20,W-3296,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-10,09:20,W-3297,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-10,09:00,W-3298,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,15:40,W-3299,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,12:20,W-3300,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-10,12:20,W-3301,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-10,13:20,W-3302,B팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-10,14:00,W-3303,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-10,15:20,W-3304,B팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-10,16:20,W-3305,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,08:20,W-3306,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-10,15:40,W-3307,B팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-10,16:20,W-3308,C팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-10,13:20,W-3309,B팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-10,16:40,W-3310,C팀,자재운반구역,자재운반,안전모,X,X,안전모 착용 미흡
2026-03-10,10:10,W-3311,C팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-10,17:00,W-3312,C팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-10,14:00,W-3313,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,12:05,W-3314,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-10,08:05,W-3315,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,15:40,W-3316,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-10,14:40,W-3317,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,13:20,W-3318,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-10,12:05,W-3319,B팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-10,15:40,W-3320,D팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-11,13:40,W-3321,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-11,15:20,W-3322,C팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-11,17:20,W-3323,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-11,10:50,W-3324,B팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-11,13:40,W-3325,B팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-11,12:40,W-3326,C팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-11,15:00,W-3327,D팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-11,12:20,W-3328,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-11,12:40,W-3329,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-11,14:40,W-3330,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-11,09:45,W-3331,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-11,13:20,W-3332,D팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-11,12:40,W-3333,A팀,절단작업구역,절단작업,안전모,X,X,안전모 착용 미흡
2026-03-11,14:20,W-3334,A팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-11,08:20,W-3335,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-11,11:10,W-3336,D팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-11,10:10,W-3337,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-11,09:45,W-3338,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-11,11:30,W-3339,A팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-11,08:40,W-3340,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-11,15:00,W-3341,B팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-11,14:40,W-3342,C팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-11,14:40,W-3343,C팀,자재운반구역,자재운반,장갑,X,X,장갑 착용 미흡
2026-03-11,12:05,W-3344,D팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-11,12:20,W-3345,C팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-11,08:40,W-3346,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-11,11:10,W-3347,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-11,09:45,W-3348,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-11,16:20,W-3349,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-11,17:20,W-3350,C팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-11,16:40,W-3351,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-11,14:20,W-3352,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-12,15:00,W-3353,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,16:00,W-3354,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-12,15:00,W-3355,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-12,13:00,W-3356,B팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-12,12:20,W-3357,D팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-12,12:20,W-3358,A팀,고소작업구역,고소작업,랜야드,X,X,랜야드 착용 미흡
2026-03-12,12:20,W-3359,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-12,13:40,W-3360,B팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-12,11:10,W-3361,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,13:20,W-3362,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-12,16:00,W-3363,C팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-12,10:30,W-3364,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-12,14:00,W-3365,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-12,08:05,W-3366,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-12,14:20,W-3367,A팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
2026-03-12,13:40,W-3368,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-12,14:20,W-3369,D팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-12,10:50,W-3370,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,12:05,W-3371,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,11:30,W-3372,C팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-12,10:50,W-3373,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-12,10:50,W-3374,A팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,08:05,W-3375,B팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-12,08:40,W-3376,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,08:40,W-3377,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-12,14:20,W-3378,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,10:30,W-3379,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-12,13:40,W-3380,C팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-12,17:20,W-3381,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-12,12:20,W-3382,C팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-12,10:30,W-3383,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-12,17:00,W-3384,B팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-13,12:20,W-3385,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-13,12:05,W-3386,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-13,13:00,W-3387,B팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-13,14:20,W-3388,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-13,16:40,W-3389,B팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-13,15:00,W-3390,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-13,10:50,W-3391,B팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-13,14:20,W-3392,B팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-13,13:00,W-3393,B팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-13,12:40,W-3394,C팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-13,10:50,W-3395,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-13,10:30,W-3396,C팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-13,17:00,W-3397,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-13,14:00,W-3398,A팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-13,13:40,W-3399,C팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-13,10:30,W-3400,D팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-13,12:05,W-3401,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-13,08:40,W-3402,D팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-13,08:40,W-3403,B팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-13,11:30,W-3404,B팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-13,15:40,W-3405,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-13,10:30,W-3406,A팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-13,16:40,W-3407,A팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-13,10:10,W-3408,C팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-13,16:00,W-3409,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-13,10:50,W-3410,C팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-13,10:50,W-3411,B팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-13,13:40,W-3412,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-13,13:40,W-3413,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-13,13:00,W-3414,A팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-13,12:40,W-3415,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-13,13:40,W-3416,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,16:20,W-3417,B팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-14,12:05,W-3418,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-14,08:20,W-3419,B팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-14,09:20,W-3420,D팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-14,15:20,W-3421,B팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-14,15:40,W-3422,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-14,08:40,W-3423,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-14,12:40,W-3424,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-14,12:40,W-3425,A팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-14,14:20,W-3426,B팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
2026-03-14,13:40,W-3427,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-14,15:20,W-3428,C팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,13:20,W-3429,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-14,14:00,W-3430,C팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-14,15:00,W-3431,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-14,16:20,W-3432,B팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-14,13:40,W-3433,A팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-14,11:30,W-3434,A팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,12:20,W-3435,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,16:40,W-3436,D팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-14,10:30,W-3437,A팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-14,13:40,W-3438,B팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-14,12:40,W-3439,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-14,17:20,W-3440,D팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-14,08:40,W-3441,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,13:20,W-3442,C팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-14,10:50,W-3443,A팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,08:40,W-3444,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,08:40,W-3445,B팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-14,10:10,W-3446,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,15:40,W-3447,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-14,11:10,W-3448,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-15,13:20,W-3449,A팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-15,14:20,W-3450,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-15,11:10,W-3451,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-15,09:00,W-3452,A팀,고소작업구역,고소작업,안전모,X,X,안전모 착용 미흡
2026-03-15,12:40,W-3453,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-15,12:40,W-3454,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-15,13:40,W-3455,C팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-15,12:05,W-3456,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-15,17:00,W-3457,A팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-15,16:20,W-3458,B팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
2026-03-15,14:40,W-3459,B팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
2026-03-15,11:10,W-3460,C팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-15,13:40,W-3461,A팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-15,14:20,W-3462,C팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-15,16:40,W-3463,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-15,09:00,W-3464,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,17:00,W-3465,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,08:05,W-3466,A팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-15,10:10,W-3467,C팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-15,12:20,W-3468,B팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,16:20,W-3469,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,14:40,W-3470,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,14:40,W-3471,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,13:40,W-3472,D팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-15,14:20,W-3473,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-15,10:50,W-3474,D팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-15,17:00,W-3475,C팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-15,17:00,W-3476,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,09:00,W-3477,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-15,08:20,W-3478,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,13:40,W-3479,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-15,13:40,W-3480,A팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-16,16:20,W-3481,A팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-16,12:40,W-3482,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-16,14:40,W-3483,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-16,16:40,W-3484,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-16,15:20,W-3485,C팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-16,12:40,W-3486,C팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-16,11:30,W-3487,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-16,14:20,W-3488,A팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-16,13:20,W-3489,D팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-16,13:40,W-3490,D팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-16,16:00,W-3491,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,13:00,W-3492,A팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-16,12:20,W-3493,D팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,13:00,W-3494,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,15:20,W-3495,C팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-16,08:40,W-3496,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-16,11:30,W-3497,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,10:10,W-3498,B팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-16,14:20,W-3499,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-16,16:40,W-3500,A팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-16,09:00,W-3501,A팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,11:30,W-3502,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,16:20,W-3503,A팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-16,10:50,W-3504,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-16,15:20,W-3505,A팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,09:20,W-3506,B팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-16,12:05,W-3507,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-16,12:05,W-3508,C팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,09:45,W-3509,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-16,12:05,W-3510,C팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-16,13:20,W-3511,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-16,12:40,W-3512,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,12:20,W-3513,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,17:00,W-3514,C팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-17,12:20,W-3515,B팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-17,15:40,W-3516,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,11:30,W-3517,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,14:20,W-3518,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-17,14:20,W-3519,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-17,13:40,W-3520,B팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-17,15:40,W-3521,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,16:20,W-3522,C팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-17,09:45,W-3523,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,16:40,W-3524,C팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-17,17:20,W-3525,D팀,절단작업구역,절단작업,안전모,X,X,안전모 착용 미흡
2026-03-17,10:30,W-3526,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-17,16:00,W-3527,B팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
